Column1,time,Room,Day,Class,Enrollment,Instructor,Str_Start,Str_End
409,16:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
410,17:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
411,17:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
412,18:00,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
413,18:30,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
414,19:00,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
415,19:30,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
416,20:00,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
417,20:30,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
418,21:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
419,21:30,2520,Wednesday,,0,,N/A,N/A
336,8:00,2520,Thursday,,0,,N/A,N/A
337,8:30,2520,Thursday,N/A,0,N/A,N/A,N/A
338,9:00,2520,Thursday,N/A,0,N/A,N/A,N/A
339,9:30,2520,Thursday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
340,10:00,2520,Thursday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
341,10:30,2520,Thursday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
342,11:00,2520,Thursday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
343,11:30,2520,Thursday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
344,12:00,2520,Thursday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
345,12:30,2520,Thursday,N/A,0,N/A,N/A,N/A
346,13:00,2520,Thursday,N/A,0,N/A,N/A,N/A
347,13:30,2520,Thursday,N/A,0,N/A,N/A,N/A
348,14:00,2520,Thursday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
349,14:30,2520,Thursday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
350,15:00,2520,Thursday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
351,15:30,2520,Thursday,N/A,0,N/A,N/A,N/A
352,16:00,2520,Thursday,N/A,0,N/A,N/A,N/A
353,16:30,2520,Thursday,N/A,0,N/A,N/A,N/A
354,17:00,2520,Thursday,N/A,0,N/A,N/A,N/A
355,17:30,2520,Thursday,N/A,0,N/A,N/A,N/A
356,18:00,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
357,18:30,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
358,19:00,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
359,19:30,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
360,20:00,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
361,20:30,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
362,21:00,2520,Thursday,N/A,0,N/A,N/A,N/A
363,21:30,2520,Thursday,,0,,N/A,N/A
280,8:00,2520,Friday,,0,,N/A,N/A
281,8:30,2520,Friday,N/A,0,N/A,N/A,N/A
282,9:00,2520,Friday,N/A,0,N/A,N/A,N/A
283,9:30,2520,Friday,N/A,0,N/A,N/A,N/A
284,10:00,2520,Friday,ISTE( 464)-AccessibilityThroughTheLifespa,8,Elissa Weeden,10:00,10:50
285,10:30,2520,Friday,ISTE( 464)-AccessibilityThroughTheLifespa,8,Elissa Weeden,10:00,10:50
286,11:00,2520,Friday,ISTE( 438)-ContemporaryDatabases,27,Edward Holden,11:00,11:50
287,11:30,2520,Friday,ISTE( 438)-ContemporaryDatabases,27,Edward Holden,11:00,11:50
288,12:00,2520,Friday,N/A,0,N/A,N/A,N/A
289,12:30,2520,Friday,N/A,0,N/A,N/A,N/A
290,13:00,2520,Friday,N/A,0,N/A,N/A,N/A
291,13:30,2520,Friday,N/A,0,N/A,N/A,N/A
292,14:00,2520,Friday,N/A,0,N/A,N/A,N/A
293,14:30,2520,Friday,N/A,0,N/A,N/A,N/A
294,15:00,2520,Friday,N/A,0,N/A,N/A,N/A
295,15:30,2520,Friday,N/A,0,N/A,N/A,N/A
296,16:00,2520,Friday,N/A,0,N/A,N/A,N/A
297,16:30,2520,Friday,N/A,0,N/A,N/A,N/A
298,17:00,2520,Friday,N/A,0,N/A,N/A,N/A
299,17:30,2520,Friday,N/A,0,N/A,N/A,N/A
300,18:00,2520,Friday,N/A,0,N/A,N/A,N/A
301,18:30,2520,Friday,N/A,0,N/A,N/A,N/A
302,19:00,2520,Friday,N/A,0,N/A,N/A,N/A
303,19:30,2520,Friday,N/A,0,N/A,N/A,N/A
304,20:00,2520,Friday,N/A,0,N/A,N/A,N/A
305,20:30,2520,Friday,N/A,0,N/A,N/A,N/A
306,21:00,2520,Friday,N/A,0,N/A,N/A,N/A
307,21:30,2520,Friday,,0,,N/A,N/A
448,8:00,2620,Monday,,0,,N/A,N/A
449,8:30,2620,Monday,N/A,0,N/A,N/A,N/A
450,9:00,2620,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
451,9:30,2620,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
452,10:00,2620,Monday,N/A,0,N/A,N/A,N/A
453,10:30,2620,Monday,N/A,0,N/A,N/A,N/A
454,11:00,2620,Monday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
455,11:30,2620,Monday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
456,12:00,2620,Monday,N/A,0,N/A,N/A,N/A
457,12:30,2620,Monday,N/A,0,N/A,N/A,N/A
458,13:00,2620,Monday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
459,13:30,2620,Monday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
460,14:00,2620,Monday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
461,14:30,2620,Monday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
462,15:00,2620,Monday,N/A,0,N/A,N/A,N/A
463,15:30,2620,Monday,N/A,0,N/A,N/A,N/A
464,16:00,2620,Monday,N/A,0,N/A,N/A,N/A
465,16:30,2620,Monday,N/A,0,N/A,N/A,N/A
466,17:00,2620,Monday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
467,17:30,2620,Monday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
468,18:00,2620,Monday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
469,18:30,2620,Monday,N/A,0,N/A,N/A,N/A
470,19:00,2620,Monday,N/A,0,N/A,N/A,N/A
471,19:30,2620,Monday,N/A,0,N/A,N/A,N/A
472,20:00,2620,Monday,N/A,0,N/A,N/A,N/A
473,20:30,2620,Monday,N/A,0,N/A,N/A,N/A
474,21:00,2620,Monday,N/A,0,N/A,N/A,N/A
475,21:30,2620,Monday,,0,,21:30,22:00
504,8:00,2620,Tuesday,,0,,8:00,8:30
505,8:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
506,9:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
507,9:30,2620,Tuesday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
508,10:00,2620,Tuesday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
509,10:30,2620,Tuesday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
510,11:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
511,11:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
512,12:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
513,12:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
514,13:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
515,13:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
516,14:00,2620,Tuesday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
517,14:30,2620,Tuesday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
518,15:00,2620,Tuesday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
519,15:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
520,16:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
521,16:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
522,17:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
523,17:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
524,18:00,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
525,18:30,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
526,19:00,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
527,19:30,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
528,20:00,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
529,20:30,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
530,21:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
531,21:30,2620,Tuesday,,0,,N/A,N/A
532,8:00,2620,Wednesday,,0,,N/A,N/A
533,8:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
534,9:00,2620,Wednesday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
535,9:30,2620,Wednesday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
536,10:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
537,10:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
538,11:00,2620,Wednesday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
539,11:30,2620,Wednesday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
540,12:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
541,12:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
542,13:00,2620,Wednesday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
543,13:30,2620,Wednesday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
544,14:00,2620,Wednesday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
545,14:30,2620,Wednesday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
546,15:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
547,15:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
548,16:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
549,16:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
550,17:00,2620,Wednesday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
551,17:30,2620,Wednesday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
552,18:00,2620,Wednesday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
553,18:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
554,19:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
555,19:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
556,20:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
557,20:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
558,21:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
559,21:30,2620,Wednesday,,0,,N/A,N/A
476,8:00,2620,Thursday,,0,,N/A,N/A
477,8:30,2620,Thursday,N/A,0,N/A,N/A,N/A
478,9:00,2620,Thursday,N/A,0,N/A,N/A,N/A
479,9:30,2620,Thursday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
480,10:00,2620,Thursday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
481,10:30,2620,Thursday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
482,11:00,2620,Thursday,N/A,0,N/A,N/A,N/A
483,11:30,2620,Thursday,N/A,0,N/A,N/A,N/A
484,12:00,2620,Thursday,N/A,0,N/A,N/A,N/A
485,12:30,2620,Thursday,N/A,0,N/A,N/A,N/A
486,13:00,2620,Thursday,N/A,0,N/A,N/A,N/A
487,13:30,2620,Thursday,N/A,0,N/A,N/A,N/A
488,14:00,2620,Thursday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
489,14:30,2620,Thursday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
490,15:00,2620,Thursday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
491,15:30,2620,Thursday,N/A,0,N/A,N/A,N/A
492,16:00,2620,Thursday,N/A,0,N/A,N/A,N/A
493,16:30,2620,Thursday,N/A,0,N/A,N/A,N/A
494,17:00,2620,Thursday,N/A,0,N/A,N/A,N/A
495,17:30,2620,Thursday,N/A,0,N/A,N/A,N/A
496,18:00,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
497,18:30,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
498,19:00,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
499,19:30,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
500,20:00,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
501,20:30,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
502,21:00,2620,Thursday,N/A,0,N/A,N/A,N/A
503,21:30,2620,Thursday,,0,,N/A,N/A
420,8:00,2620,Friday,,0,,N/A,N/A
421,8:30,2620,Friday,N/A,0,N/A,N/A,N/A
422,9:00,2620,Friday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
423,9:30,2620,Friday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
424,10:00,2620,Friday,N/A,0,N/A,N/A,N/A
425,10:30,2620,Friday,N/A,0,N/A,N/A,N/A
426,11:00,2620,Friday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
427,11:30,2620,Friday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
428,12:00,2620,Friday,N/A,0,N/A,N/A,N/A
429,12:30,2620,Friday,N/A,0,N/A,N/A,N/A
430,13:00,2620,Friday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
431,13:30,2620,Friday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
432,14:00,2620,Friday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
433,14:30,2620,Friday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
434,15:00,2620,Friday,N/A,0,N/A,N/A,N/A
435,15:30,2620,Friday,N/A,0,N/A,N/A,N/A
436,16:00,2620,Friday,N/A,0,N/A,N/A,N/A
437,16:30,2620,Friday,N/A,0,N/A,N/A,N/A
438,17:00,2620,Friday,N/A,0,N/A,N/A,N/A
439,17:30,2620,Friday,N/A,0,N/A,N/A,N/A
440,18:00,2620,Friday,N/A,0,N/A,N/A,N/A
441,18:30,2620,Friday,N/A,0,N/A,N/A,N/A
442,19:00,2620,Friday,N/A,0,N/A,N/A,N/A
443,19:30,2620,Friday,N/A,0,N/A,N/A,N/A
444,20:00,2620,Friday,N/A,0,N/A,N/A,N/A
445,20:30,2620,Friday,N/A,0,N/A,N/A,N/A
446,21:00,2620,Friday,N/A,0,N/A,N/A,N/A
447,21:30,2620,Friday,,0,,N/A,N/A
588,8:00,2650,Monday,,0,,N/A,N/A
589,8:30,2650,Monday,N/A,0,N/A,N/A,N/A
590,9:00,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
591,9:30,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
592,10:00,2650,Monday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
593,10:30,2650,Monday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
594,11:00,2650,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
595,11:30,2650,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
596,12:00,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
597,12:30,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
598,13:00,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
599,13:30,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
600,14:00,2650,Monday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
601,14:30,2650,Monday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
602,15:00,2650,Monday,N/A,0,N/A,N/A,N/A
603,15:30,2650,Monday,N/A,0,N/A,N/A,N/A
604,16:00,2650,Monday,N/A,0,N/A,N/A,N/A
605,16:30,2650,Monday,N/A,0,N/A,N/A,N/A
606,17:00,2650,Monday,ISTE( 646)-FoundationsOfWebTechnologiesII,9,John-Paul Takats,17:00,19:50
607,17:30,2650,Monday,ISTE( 646)-FoundationsOfWebTechnologiesII,9,John-Paul Takats,17:00,19:50
608,18:00,2650,Monday,ISTE( 646)-FoundationsOfWebTechnologiesII,9,John-Paul Takats,17:00,19:50
609,18:30,2650,Monday,ISTE( 646)-FoundationsOfWebTechnologiesII,9,John-Paul Takats,17:00,19:50
610,19:00,2650,Monday,ISTE( 646)-FoundationsOfWebTechnologiesII,9,John-Paul Takats,17:00,19:50
611,19:30,2650,Monday,ISTE( 646)-FoundationsOfWebTechnologiesII,9,John-Paul Takats,17:00,19:50
612,20:00,2650,Monday,N/A,0,N/A,N/A,N/A
613,20:30,2650,Monday,N/A,0,N/A,N/A,N/A
614,21:00,2650,Monday,N/A,0,N/A,N/A,N/A
615,21:30,2650,Monday,,0,,N/A,N/A
644,8:00,2650,Tuesday,ISTE( 240)-Web&MobileII,27,Jim Habermas,8:00,9:15
645,8:30,2650,Tuesday,ISTE( 240)-Web&MobileII,27,Jim Habermas,8:00,9:15
646,9:00,2650,Tuesday,ISTE( 240)-Web&MobileII,27,Jim Habermas,8:00,9:15
647,9:30,2650,Tuesday,ISTE( 340)-ClientProgramming,30,Dan Bogaard,9:30,10:45
648,10:00,2650,Tuesday,ISTE( 340)-ClientProgramming,30,Dan Bogaard,9:30,10:45
649,10:30,2650,Tuesday,ISTE( 340)-ClientProgramming,30,Dan Bogaard,9:30,10:45
650,11:00,2650,Tuesday,ISTE( 444)-WebServerDevelopmentAndAdmin,21,Dean Ganskop,11:00,12:15
651,11:30,2650,Tuesday,ISTE( 444)-WebServerDevelopmentAndAdmin,21,Dean Ganskop,11:00,12:15
652,12:00,2650,Tuesday,ISTE( 444)-WebServerDevelopmentAndAdmin,21,Dean Ganskop,11:00,12:15
653,12:30,2650,Tuesday,N/A,0,N/A,N/A,N/A
654,13:00,2650,Tuesday,N/A,0,N/A,N/A,N/A
655,13:30,2650,Tuesday,N/A,0,N/A,N/A,N/A
656,14:00,2650,Tuesday,N/A,0,N/A,N/A,N/A
657,14:30,2650,Tuesday,N/A,0,N/A,N/A,N/A
658,15:00,2650,Tuesday,N/A,0,N/A,N/A,N/A
659,15:30,2650,Tuesday,N/A,0,N/A,N/A,N/A
660,16:00,2650,Tuesday,N/A,0,N/A,N/A,N/A
661,16:30,2650,Tuesday,N/A,0,N/A,N/A,N/A
662,17:00,2650,Tuesday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Andrew Distasi,17:00,18:15
663,17:30,2650,Tuesday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Andrew Distasi,17:00,18:15
664,18:00,2650,Tuesday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Andrew Distasi,17:00,18:15
665,18:30,2650,Tuesday,ISTE( 340)-ClientProgramming,12,Paul Goldman,18:30,19:45
666,19:00,2650,Tuesday,ISTE( 340)-ClientProgramming,12,Paul Goldman,18:30,19:45
667,19:30,2650,Tuesday,ISTE( 340)-ClientProgramming,12,Paul Goldman,18:30,19:45
668,20:00,2650,Tuesday,N/A,0,N/A,N/A,N/A
669,20:30,2650,Tuesday,N/A,0,N/A,N/A,N/A
670,21:00,2650,Tuesday,N/A,0,N/A,N/A,N/A
671,21:30,2650,Tuesday,,0,,N/A,N/A
672,8:00,2650,Wednesday,,0,,N/A,N/A
673,8:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
674,9:00,2650,Wednesday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
675,9:30,2650,Wednesday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
676,10:00,2650,Wednesday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
677,10:30,2650,Wednesday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
678,11:00,2650,Wednesday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
679,11:30,2650,Wednesday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
680,12:00,2650,Wednesday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
681,12:30,2650,Wednesday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
682,13:00,2650,Wednesday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
683,13:30,2650,Wednesday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
684,14:00,2650,Wednesday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
685,14:30,2650,Wednesday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
686,15:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
687,15:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
688,16:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
689,16:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
690,17:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
691,17:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
692,18:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
693,18:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
694,19:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
695,19:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
696,20:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
697,20:30,2650,Wednesday,N/A,0,N/A,N/A,N/A
698,21:00,2650,Wednesday,N/A,0,N/A,N/A,N/A
699,21:30,2650,Wednesday,,0,,N/A,N/A
616,8:00,2650,Thursday,ISTE( 240)-Web&MobileII,27,Jim Habermas,8:00,9:15
617,8:30,2650,Thursday,ISTE( 240)-Web&MobileII,27,Jim Habermas,8:00,9:15
618,9:00,2650,Thursday,ISTE( 240)-Web&MobileII,27,Jim Habermas,8:00,9:15
619,9:30,2650,Thursday,ISTE( 340)-ClientProgramming,30,Dan Bogaard,9:30,10:45
620,10:00,2650,Thursday,ISTE( 340)-ClientProgramming,30,Dan Bogaard,9:30,10:45
621,10:30,2650,Thursday,ISTE( 340)-ClientProgramming,30,Dan Bogaard,9:30,10:45
622,11:00,2650,Thursday,ISTE( 444)-WebServerDevelopmentAndAdmin,21,Dean Ganskop,11:00,12:15
623,11:30,2650,Thursday,ISTE( 444)-WebServerDevelopmentAndAdmin,21,Dean Ganskop,11:00,12:15
624,12:00,2650,Thursday,ISTE( 444)-WebServerDevelopmentAndAdmin,21,Dean Ganskop,11:00,12:15
625,12:30,2650,Thursday,N/A,0,N/A,N/A,N/A
626,13:00,2650,Thursday,N/A,0,N/A,N/A,N/A
627,13:30,2650,Thursday,N/A,0,N/A,N/A,N/A
628,14:00,2650,Thursday,N/A,0,N/A,N/A,N/A
629,14:30,2650,Thursday,N/A,0,N/A,N/A,N/A
630,15:00,2650,Thursday,N/A,0,N/A,N/A,N/A
631,15:30,2650,Thursday,N/A,0,N/A,N/A,N/A
632,16:00,2650,Thursday,N/A,0,N/A,N/A,N/A
633,16:30,2650,Thursday,N/A,0,N/A,N/A,N/A
634,17:00,2650,Thursday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Andrew Distasi,17:00,18:15
